age,gender,is_war,opinion_war,region_text,confidence_gov_media,confidence_casualties,confidence_civillian_casualties,assignment_started_time,assignment_submitted_time
young,woman,no,negative,Сахалинская область,negative,negative,no,1646075412.944,1646075535.07
kid,woman,yes,positive,Тюмень,negative,uncertain,no,1646075592.886,1646075628.19
young,man,uncertain,negative,Москва,positive,uncertain,yes,1646075709.755,1646075760.595
adult,woman,yes,positive,Москва ,negative,positive,no,1646075729.873,1646075749.273
young,woman,yes,negative,москва,negative,negative,no,1646075945.933,1646076031.73
young,man,yes,positive,Москва,positive,uncertain,yes,1646076019.095,1646076062.45
young,man,no,positive,Омутнинск,positive,positive,yes,1646076045.369,1646076086.892
young,woman,uncertain,positive,Москва ,negative,uncertain,uncertain,1646076224.646,1646076250.0
kid,woman,uncertain,negative,Чита,negative,negative,no,1646076248.998,1646076302.206
young,man,yes,negative,Ижевск ,negative,uncertain,yes,1646076251.961,1646076295.227
young,woman,no,positive,Саратов,positive,positive,yes,1646076295.579,1646076339.623
young,woman,yes,positive,Липецк ,positive,uncertain,yes,1646076309.04,1646076357.752
young,man,no,positive,Великий Новгород,positive,positive,yes,1646076575.205,1646076632.032
young,woman,no,positive,Нижний Новгород,negative,uncertain,yes,1646076888.883,1646077097.527
young,man,yes,negative,Москва,negative,negative,no,1646076939.33,1646077141.754
young,woman,yes,positive,Москва,positive,uncertain,yes,1646076943.191,1646076989.638
kid,man,no,positive,Чита ,positive,positive,yes,1646076970.088,1646077027.968
kid,man,uncertain,negative,Щелково,negative,uncertain,yes,1646076983.01,1646077105.087
young,woman,uncertain,negative,Ростов на дону ,negative,uncertain,uncertain,1646077011.128,1646077049.081
young,woman,yes,negative,Санкт-Петербург,positive,uncertain,uncertain,1646077034.568,1646077126.378
young,man,uncertain,negative,Калуга,positive,uncertain,yes,1646077287.157,1646077324.631
young,woman,yes,negative,Киров,negative,uncertain,uncertain,1646077311.666,1646077372.152
young,man,uncertain,positive,Екатеринбург,positive,uncertain,yes,1646077566.315,1646077623.868
young,woman,uncertain,negative,Хабаровск,negative,positive,uncertain,1646077580.659,1646077614.478
young,woman,no,positive,Республика Коми,positive,uncertain,yes,1646077597.474,1646077657.086
young,woman,uncertain,negative,Ставрополь ,positive,uncertain,uncertain,1646077658.929,1646077728.472
young,woman,uncertain,negative,Крымский полуостров,positive,uncertain,uncertain,1646077796.918,1646077877.05
kid,woman,no,negative,Воронеж ,positive,negative,yes,1646077797.557,1646077919.678
kid,woman,uncertain,positive,Москва,positive,positive,yes,1646077810.765,1646077863.819
kid,man,uncertain,positive,Москва,positive,uncertain,yes,1646078125.74,1646078207.197
young,man,yes,positive,Краснодар ,positive,negative,yes,1646078215.733,1646078275.106
kid,woman,yes,negative,Сочи,negative,uncertain,uncertain,1646078324.695,1646078373.088
young,woman,yes,positive,Гатчина ,positive,uncertain,yes,1646078504.194,1646078566.186
young,man,no,positive,Владивосток ,negative,negative,yes,1646078918.473,1646078962.026
young,woman,uncertain,positive,Челябинск,positive,uncertain,uncertain,1646079023.355,1646079091.511
young,man,uncertain,negative,Приморский край,negative,uncertain,uncertain,1646079052.675,1646079102.674
kid,man,no,negative,Находка,positive,uncertain,uncertain,1646079143.291,1646079211.513
kid,man,no,positive,Новосибирск,negative,positive,no,1646079366.287,1646079405.747
young,man,uncertain,negative,Брянск,negative,uncertain,uncertain,1646079477.04,1646079514.008
young,man,uncertain,positive,Нижний Новгород,positive,uncertain,yes,1646079689.459,1646079732.98
kid,woman,yes,negative,Москва,negative,uncertain,no,1646079734.091,1646079797.194
young,woman,yes,negative,Нижний Новгород,negative,uncertain,no,1646079942.203,1646079987.601
young,man,yes,negative,Москва,negative,negative,no,1646080160.246,1646080199.692
young,woman,uncertain,negative,Санкт Петербург,negative,uncertain,uncertain,1646080254.22,1646080293.304
young,woman,no,positive,Санкт-Петербург,positive,negative,yes,1646080330.944,1646080370.322
kid,man,uncertain,negative,Красноярск ,negative,uncertain,no,1646080342.913,1646080392.487
young,man,uncertain,positive,Каменск-Шахтинский,positive,uncertain,yes,1646080607.35,1646080678.258
young,woman,uncertain,negative,Санкт-Петербург,negative,negative,no,1646080806.96,1646080888.454
young,man,no,negative,Иваново,negative,negative,yes,1646080836.012,1646080900.767
kid,man,no,positive,Белгород ,positive,positive,yes,1646081235.641,1646081308.03
young,woman,uncertain,negative,Ростов,negative,negative,uncertain,1646081837.94,1646081879.53
young,man,yes,negative,Саранск,positive,negative,yes,1646082173.405,1646082233.374
young,man,uncertain,negative,Сковородино ,negative,uncertain,uncertain,1646082270.614,1646082311.356
kid,man,uncertain,positive,Саратовская,positive,uncertain,uncertain,1646082469.727,1646082563.553
kid,man,yes,negative,кемерово,negative,uncertain,no,1646082691.059,1646082756.746
young,woman,uncertain,positive,Новгородская область ,positive,uncertain,yes,1646082727.842,1646082821.285
young,man,no,positive,Брянск,negative,positive,yes,1646082823.805,1646082895.201
kid,man,no,positive,Москва,negative,uncertain,uncertain,1646082912.219,1646083000.779
young,man,no,positive,Москва,positive,positive,yes,1646083077.793,1646083125.042
young,man,yes,negative,Белгород ,negative,negative,uncertain,1646083119.822,1646083158.767
young,woman,uncertain,positive,Чита,positive,uncertain,yes,1646083191.268,1646083240.131
young,woman,uncertain,positive,Иркутск,negative,uncertain,uncertain,1646083244.452,1646083279.738
young,man,yes,positive,Москва,negative,positive,yes,1646083444.278,1646083479.276
young,woman,yes,negative,Самара,positive,positive,yes,1646083480.514,1646083551.296
kid,man,uncertain,negative,Барнаул ,positive,uncertain,uncertain,1646083516.901,1646083572.564
kid,woman,no,negative,Омск,positive,negative,yes,1646083539.725,1646083596.824
young,man,yes,negative,Москва,negative,uncertain,uncertain,1646083937.265,1646083977.893
kid,man,yes,positive,Москва,positive,negative,yes,1646084232.15,1646084302.027
young,woman,yes,positive,дальневосеочный,positive,positive,yes,1646084242.161,1646084320.834
young,woman,uncertain,positive,Хакасия,negative,uncertain,yes,1646084524.135,1646084579.796
young,woman,uncertain,negative,Набережные Челны,negative,uncertain,yes,1646084639.046,1646084714.432
kid,man,yes,positive,Санкт-Питербург,negative,uncertain,uncertain,1646084680.724,1646084738.792
kid,man,no,positive,Донбасс,negative,positive,uncertain,1646084839.756,1646084896.028
young,man,yes,positive,Тульская область,positive,positive,yes,1646084895.892,1646084933.206
kid,man,yes,negative,Уяр,positive,negative,yes,1646085131.507,1646085160.493
kid,man,no,positive,Ачинск,positive,uncertain,yes,1646085227.098,1646085265.844
young,man,no,positive,"Сахалинская область, Южно-Сахалинск",negative,uncertain,no,1646085351.424,1646085433.93
kid,man,no,positive,Алтайский Край,negative,negative,yes,1646085565.265,1646085638.151
young,man,uncertain,positive,сатка,negative,uncertain,yes,1646085577.61,1646085641.999
young,woman,no,negative,Москва,positive,negative,no,1646085606.234,1646085639.714
young,man,uncertain,positive,Москва,positive,positive,uncertain,1646085651.109,1646085680.381
young,man,uncertain,positive,Владивосток,positive,negative,yes,1646086188.302,1646086251.532
young,woman,uncertain,positive,Россия,positive,uncertain,uncertain,1646086298.187,1646086358.127
kid,woman,uncertain,positive,Москва ,positive,uncertain,yes,1646086303.731,1646086360.198
young,woman,yes,negative,Новосибирск,negative,uncertain,yes,1646086357.613,1646086408.557
young,man,no,positive,Уфа,positive,positive,yes,1646086418.7,1646086499.317
young,man,uncertain,negative,иваново,negative,uncertain,uncertain,1646086567.145,1646086624.25
young,man,yes,positive,Аша,positive,uncertain,yes,1646086699.646,1646086764.17
young,man,uncertain,negative,Алтайский край ,negative,uncertain,yes,1646086774.465,1646086930.447
young,woman,uncertain,positive,Санкт-Петербург ,positive,uncertain,uncertain,1646086777.944,1646086861.778
young,woman,uncertain,negative,Алтайский край ,positive,uncertain,uncertain,1646086809.414,1646086880.465
young,woman,no,positive,Пермь,positive,negative,yes,1646086875.121,1646086895.582
kid,man,uncertain,positive,Новосибирск ,negative,positive,uncertain,1646086959.129,1646086998.759
young,woman,uncertain,negative,Иркутск ,negative,uncertain,yes,1646087009.923,1646087080.623
young,man,yes,positive,Якутия,negative,positive,yes,1646087047.709,1646087087.855
kid,man,uncertain,positive,Барнаул,positive,negative,yes,1646087221.376,1646087282.219
young,man,no,negative,Москва ,negative,uncertain,no,1646087247.854,1646087316.243
young,woman,uncertain,positive,Новосибирск ,negative,uncertain,uncertain,1646087503.777,1646087559.931
young,man,yes,negative,Москва,negative,uncertain,yes,1646087531.853,1646087551.981
young,woman,uncertain,negative,Татарстан ,positive,positive,uncertain,1646087537.847,1646087601.318
young,man,yes,positive,Иилл,positive,positive,yes,1646087647.026,1646087681.864
young,man,yes,positive,Омск,negative,uncertain,no,1646088170.808,1646088258.547
kid,woman,no,positive,Москва,positive,uncertain,yes,1646088830.282,1646088871.139
young,woman,yes,negative,Пермь ,negative,uncertain,uncertain,1646089052.029,1646089095.525
young,woman,yes,negative,Уфа,negative,uncertain,no,1646089157.448,1646089220.906
kid,man,no,positive,Екатеринбург ,positive,positive,yes,1646089285.316,1646089334.155
young,man,uncertain,negative,Иркутск ,negative,uncertain,no,1646089288.486,1646089344.065
young,woman,uncertain,negative,Москва,negative,uncertain,uncertain,1646089293.585,1646089362.668
kid,woman,uncertain,positive,Москва ,positive,uncertain,yes,1646089433.728,1646089498.287
young,woman,uncertain,negative,Иркутск,negative,uncertain,uncertain,1646089463.895,1646089547.118
young,woman,yes,negative,B;tdcr,negative,uncertain,uncertain,1646089487.047,1646089517.26
young,man,yes,positive,Башкортостан,positive,uncertain,yes,1646089520.254,1646089552.607
young,man,yes,negative,Оренбургская область,negative,uncertain,no,1646089622.877,1646089717.794
young,woman,uncertain,negative,Саратов ,negative,uncertain,no,1646089653.955,1646089722.3
young,man,uncertain,negative,Калининград,positive,uncertain,yes,1646090052.686,1646090105.921
young,woman,no,positive,Тюмень,positive,uncertain,yes,1646090127.491,1646090194.877
young,man,yes,negative,Самара,negative,positive,no,1646090183.307,1646090216.173
kid,man,yes,positive,55,positive,uncertain,yes,1646090385.588,1646090461.196
kid,woman,yes,negative,Красноярск,negative,positive,no,1646090413.781,1646090482.324
kid,man,uncertain,positive,Иркутск,positive,positive,yes,1646090447.623,1646090486.036
kid,woman,yes,negative,Бугульма,positive,positive,yes,1646090452.769,1646090499.207
young,woman,no,negative,Санкт Петербург,negative,uncertain,uncertain,1646090514.873,1646090591.252
young,woman,uncertain,negative,Екатеринбург ,positive,negative,uncertain,1646090573.344,1646090704.427
young,man,no,positive,Кемеровская область,positive,uncertain,yes,1646090579.181,1646090634.858
young,woman,uncertain,positive,Москва ,negative,positive,yes,1646090584.274,1646090617.265
young,man,uncertain,negative,забайкальский край,positive,uncertain,uncertain,1646090626.634,1646090668.414
kid,man,uncertain,negative,Пермь ,negative,uncertain,no,1646090656.572,1646090726.85
young,woman,yes,negative,челябинск,negative,negative,no,1646090689.672,1646090729.203
kid,woman,no,positive,Новосибирск,positive,positive,yes,1646090782.622,1646090823.255
young,man,uncertain,positive,Уфа,positive,negative,yes,1646090897.822,1646090943.98
kid,man,yes,negative,Удмуртия,negative,uncertain,no,1646091120.423,1646091194.579
kid,man,yes,negative,Бакалы ,positive,uncertain,no,1646091742.58,1646091858.092
young,man,uncertain,positive,Москва ,negative,positive,uncertain,1646091757.158,1646091791.986
kid,man,uncertain,negative,Агидель ,negative,negative,uncertain,1646091822.429,1646091903.105
kid,woman,yes,negative,Кандры,negative,positive,no,1646091842.331,1646091907.804
kid,man,uncertain,positive,благовещенск,positive,positive,yes,1646091957.709,1646092007.791
adult,woman,yes,positive,томск,positive,positive,yes,1646092009.22,1646092049.788
kid,woman,uncertain,positive,Димитровград,positive,uncertain,yes,1646092270.631,1646092327.794
kid,man,uncertain,positive,Оренбургская область,negative,uncertain,uncertain,1646092307.778,1646092369.807
kid,man,yes,positive,Йошкар-Ола,positive,uncertain,yes,1646092427.773,1646092507.818
young,man,uncertain,negative,Москва,negative,uncertain,uncertain,1646092518.014,1646092547.026
young,man,uncertain,positive,Мариинск,positive,uncertain,uncertain,1646092550.02,1646092598.652
kid,man,yes,positive,Тюмень,positive,positive,yes,1646092565.6,1646092587.004
kid,woman,yes,negative,Екатеринбург ,negative,negative,yes,1646092583.3,1646092627.352
young,woman,uncertain,positive,Челябинск,positive,uncertain,uncertain,1646092735.735,1646092778.392
young,woman,yes,positive,Иркутская область,positive,uncertain,no,1646092783.885,1646092833.11
kid,man,uncertain,negative,Чернушка,negative,negative,uncertain,1646092841.6,1646092892.213
young,woman,yes,negative,Тюмень,negative,uncertain,yes,1646092843.845,1646092888.228
kid,woman,uncertain,negative,Приморский край ,negative,negative,uncertain,1646093096.11,1646093158.824
young,woman,yes,negative,Новосибирск ,positive,uncertain,uncertain,1646093099.239,1646093176.564
young,man,yes,positive,Краснодар,negative,negative,no,1646093106.903,1646093156.398
young,woman,yes,negative,Борзя,positive,negative,no,1646093108.381,1646093153.311
adult,man,yes,negative,Петрозаводск ,negative,negative,no,1646093184.927,1646093236.524
kid,man,no,positive,Москва,negative,negative,no,1646093243.02,1646093279.213
young,man,no,positive,Красноярск,positive,positive,yes,1646093550.328,1646093636.132
young,man,yes,negative,Москва,positive,uncertain,no,1646093669.866,1646093718.867
young,woman,yes,negative,Варненский ,positive,uncertain,uncertain,1646093765.324,1646093812.546
young,woman,yes,negative,Ижевск ,negative,positive,no,1646093788.976,1646093843.966
young,woman,yes,positive,Пересвет,positive,uncertain,yes,1646093791.397,1646093824.068
kid,man,yes,positive,Саратов,positive,positive,no,1646093812.199,1646093864.884
kid,woman,yes,negative,Новосибирск,positive,negative,yes,1646093822.729,1646093852.518
young,man,yes,negative,Пермь,negative,negative,no,1646093850.491,1646093907.586
young,man,no,positive,Калининград ,positive,uncertain,yes,1646093905.781,1646094011.945
young,woman,yes,negative,томск,negative,uncertain,uncertain,1646093969.635,1646094016.165
young,woman,uncertain,negative,Владивосток,positive,uncertain,yes,1646094156.379,1646094204.757
kid,woman,yes,positive,Юрга,negative,positive,yes,1646094218.063,1646094335.659
aged,man,uncertain,negative,Питер,negative,uncertain,uncertain,1646094260.413,1646094308.463
young,woman,yes,positive,А,positive,positive,uncertain,1646094286.252,1646094364.462
young,woman,yes,positive,ХМАО ,negative,uncertain,no,1646094338.964,1646094385.471
young,woman,yes,negative,новосибирск,negative,negative,no,1646094364.7,1646094793.42
young,woman,no,positive,Башкортостан ,positive,positive,yes,1646094368.286,1646094408.563
kid,woman,yes,positive,Новосибирск ,positive,uncertain,yes,1646094422.12,1646094459.402
kid,man,uncertain,negative,Ижевск,positive,uncertain,yes,1646094535.889,1646094597.536
young,man,uncertain,positive,Барнаул,positive,positive,yes,1646094548.773,1646094613.865
young,woman,uncertain,negative,Уфа,negative,uncertain,uncertain,1646094549.054,1646094604.4
young,man,yes,positive,Курган,negative,negative,yes,1646094576.135,1646094610.925
young,man,uncertain,positive,Новосибирск,negative,uncertain,uncertain,1646094640.235,1646094720.055
young,man,no,negative,Комсомольск на Амуре ,negative,negative,yes,1646094653.528,1646094711.791
kid,man,uncertain,negative,Кемеровская,negative,uncertain,uncertain,1646094781.343,1646094872.161
young,woman,yes,negative,Лысьва ,positive,negative,yes,1646094792.345,1646094874.821
kid,woman,uncertain,positive,Москва ,negative,uncertain,yes,1646094816.386,1646094847.024
kid,man,uncertain,positive,Иркутск,positive,uncertain,uncertain,1646094865.488,1646094918.176
young,woman,uncertain,negative,Златоуст,negative,uncertain,yes,1646094938.93,1646094987.034
kid,man,no,positive,Башкортостан,positive,negative,yes,1646094959.397,1646095008.225
young,man,uncertain,negative,Москва,negative,uncertain,uncertain,1646095153.89,1646095193.413
young,woman,uncertain,positive,Кострома ,positive,uncertain,uncertain,1646095157.553,1646095216.758
kid,man,yes,positive,Чита,negative,uncertain,uncertain,1646095170.529,1646095242.91
young,man,no,negative,Москва,negative,negative,no,1646095206.44,1646095259.015
young,woman,yes,positive,Республика Крым,positive,uncertain,uncertain,1646095302.014,1646095397.844
young,woman,yes,positive,Воронеж,negative,negative,no,1646095384.114,1646095433.214
kid,man,no,positive,Новосибирск,positive,positive,yes,1646095423.67,1646095481.018
kid,man,uncertain,negative,Москва ,positive,uncertain,uncertain,1646095466.469,1646095536.798
kid,man,yes,positive,Сургут,positive,uncertain,yes,1646095550.246,1646095600.501
kid,woman,yes,negative,Новокузнецк,negative,uncertain,uncertain,1646095561.558,1646095612.273
young,woman,no,negative,нижний новгород,negative,negative,yes,1646095700.021,1646095723.892
kid,woman,yes,positive,Фурманов,positive,uncertain,yes,1646095712.806,1646095773.842
young,man,yes,negative,Моска,positive,negative,yes,1646095736.313,1646095798.13
young,man,yes,positive,МОСКВА,positive,positive,no,1646095778.58,1646095812.759
kid,man,uncertain,negative,Агидель,negative,uncertain,no,1646095789.907,1646095862.465
kid,man,no,negative,Партизанск ,negative,uncertain,uncertain,1646095880.282,1646095918.404
young,woman,no,positive,Новокузнецк ,positive,uncertain,yes,1646095890.327,1646095987.454
young,woman,uncertain,negative,Салават ,negative,uncertain,uncertain,1646095956.137,1646095995.11
kid,man,no,negative,Самара,positive,uncertain,no,1646095981.24,1646096012.569
kid,man,uncertain,negative,Москва ,negative,uncertain,yes,1646095994.023,1646096057.882
young,man,yes,positive,Бийск,positive,negative,yes,1646096026.761,1646096089.807
kid,man,yes,positive,Москва,positive,positive,no,1646096367.054,1646096452.443
young,woman,uncertain,positive,Москва,negative,negative,uncertain,1646096399.349,1646096441.832
young,man,uncertain,negative,Уфа,positive,uncertain,yes,1646096426.659,1646096514.85
kid,man,no,positive,Ульяновск,positive,positive,yes,1646096493.132,1646096543.629
young,man,yes,negative,Красноярск,positive,positive,yes,1646096514.248,1646096590.824
kid,man,uncertain,positive,Белгород,positive,positive,yes,1646096626.484,1646096683.833
young,woman,yes,negative,Томск ,negative,negative,no,1646096722.32,1646096761.285
young,woman,no,positive,Самара,positive,uncertain,yes,1646096898.325,1646096993.508
young,man,no,positive,Свердловская область ,positive,uncertain,yes,1646096908.932,1646096969.244
kid,man,yes,positive,Киров,positive,negative,yes,1646096936.457,1646096965.377
kid,woman,uncertain,negative,Москва,negative,negative,yes,1646097023.326,1646097084.21
young,man,uncertain,negative,Новосибирск ,negative,uncertain,no,1646097048.604,1646097076.288
kid,woman,uncertain,positive,Крым,negative,uncertain,no,1646097100.485,1646097135.171
kid,woman,uncertain,negative,Оренбургская область новосергиевский район посёлок Среднеуранский,positive,uncertain,uncertain,1646097166.823,1646097248.569
kid,man,no,positive,Новоорск ,negative,negative,yes,1646097246.164,1646097267.341
kid,woman,yes,positive,Красноярский край,negative,positive,yes,1646097479.536,1646097548.164
young,man,no,positive,Иои,negative,uncertain,uncertain,1646097563.226,1646097591.462
kid,man,no,positive,Москва,positive,uncertain,yes,1646097566.56,1646097623.622
young,woman,uncertain,negative,Красноярск,positive,uncertain,uncertain,1646097591.643,1646097631.581
kid,man,yes,negative,Екатеринбург,negative,uncertain,no,1646097600.619,1646097662.966
kid,woman,uncertain,negative,Шигоны,positive,uncertain,uncertain,1646097618.205,1646097763.432
young,woman,yes,negative,Вологда,negative,uncertain,uncertain,1646097748.873,1646097827.974
kid,woman,yes,positive,Хабаровск ,negative,uncertain,uncertain,1646097791.965,1646097951.291
young,woman,yes,negative,Алтайский край ,negative,uncertain,uncertain,1646097820.08,1646097888.6
young,man,yes,positive,Москва,positive,positive,no,1646097855.229,1646097900.519
young,woman,uncertain,positive,Владимир,negative,positive,no,1646097862.489,1646097907.056
kid,man,yes,negative,Новосибирск,negative,negative,no,1646098000.184,1646098046.774
young,woman,yes,positive,Челябинск ,negative,uncertain,uncertain,1646098053.133,1646098177.314
kid,man,yes,positive,Дагестан,negative,uncertain,no,1646098148.174,1646098234.305
young,man,yes,positive,Москва,negative,positive,yes,1646098184.324,1646098240.152
kid,man,yes,positive,Москва ,negative,negative,yes,1646098466.143,1646098506.819
kid,woman,yes,positive,Москва ,positive,negative,yes,1646098470.229,1646098496.696
young,man,uncertain,negative,Воронеж,positive,uncertain,yes,1646098529.594,1646098589.27
young,woman,no,positive,Свердловская область ,positive,negative,yes,1646098529.944,1646098568.286
young,woman,yes,negative,Пермь,positive,uncertain,uncertain,1646098555.355,1646098607.32
kid,woman,uncertain,negative,Москва,positive,uncertain,uncertain,1646098576.611,1646098640.417
adult,woman,no,positive,Москва,negative,negative,yes,1646098611.553,1646098660.974
young,woman,uncertain,positive,Томск,positive,uncertain,yes,1646098629.564,1646098672.444
young,man,yes,positive,Удмуртская республика ,negative,uncertain,no,1646098866.743,1646098924.878
young,man,yes,negative,Хабаровск ,negative,negative,no,1646098868.516,1646098907.024
young,man,uncertain,negative,Уфа ,negative,uncertain,uncertain,1646098884.907,1646098925.628
kid,woman,yes,positive,36,negative,negative,no,1646098920.973,1646098988.675
young,woman,yes,positive,Шушенское,negative,uncertain,no,1646098946.815,1646099022.13
young,man,no,positive,Г. Красноярск,positive,uncertain,yes,1646099015.688,1646099073.321
kid,man,yes,negative,Краснодарский край,negative,uncertain,no,1646099017.296,1646099066.354
young,woman,uncertain,negative,Москва,positive,uncertain,uncertain,1646099066.724,1646099118.105
young,man,yes,negative,Кемерово,negative,uncertain,no,1646099079.991,1646099134.945
kid,woman,uncertain,negative,Москва ,negative,negative,yes,1646099136.269,1646099176.972
young,man,no,positive,Нижний Новгород,positive,positive,yes,1646099142.604,1646099196.014
kid,man,no,positive,Пермь,positive,positive,yes,1646099158.425,1646099202.91
young,woman,no,positive,Владикавказ,positive,negative,yes,1646099178.896,1646099233.532
young,woman,uncertain,positive,Москва ,negative,uncertain,uncertain,1646099208.441,1646099270.364
young,man,yes,negative,Московская область ,negative,negative,no,1646099222.471,1646099267.921
kid,woman,yes,negative,Марий Эл,negative,uncertain,uncertain,1646099225.382,1646099289.579
young,woman,yes,negative,Удмуртская республика ,negative,negative,no,1646099228.426,1646099280.687
young,man,no,positive,Нижний Новгород,positive,positive,yes,1646099295.983,1646099346.428
kid,woman,uncertain,negative,Екатеринбург ,positive,uncertain,uncertain,1646099376.678,1646099443.036
young,woman,no,positive,Пермь,positive,positive,yes,1646099399.286,1646099445.467
young,woman,yes,negative,Московская область,negative,negative,no,1646099417.183,1646099461.218
young,woman,uncertain,negative,Екатеринбург ,negative,uncertain,uncertain,1646099470.552,1646099545.654
kid,man,no,positive,Москва,negative,uncertain,yes,1646099509.402,1646099566.967
young,woman,no,negative,Краснодар,positive,uncertain,no,1646099540.525,1646099597.417
young,woman,uncertain,negative,Кемеровская обл ,negative,uncertain,uncertain,1646099575.346,1646099704.231
young,man,yes,negative,Башкортостан,positive,negative,yes,1646099598.274,1646099650.804
young,woman,uncertain,negative,Пермь,negative,negative,no,1646099603.492,1646099684.95
young,woman,uncertain,negative,Вологда,positive,negative,uncertain,1646099659.29,1646099812.794
kid,woman,yes,positive,Уфа,negative,uncertain,no,1646099689.649,1646099725.326
young,woman,uncertain,negative,Москва,positive,uncertain,no,1646099780.18,1646099827.307
young,woman,uncertain,positive,Ставропольский край ,positive,uncertain,uncertain,1646100145.998,1646100256.649
young,man,yes,negative,Тюменская область ,negative,negative,uncertain,1646100179.761,1646100216.2
kid,woman,yes,negative,Башкортостан,negative,uncertain,no,1646100200.153,1646100262.142
kid,man,no,positive,Ачинск,positive,uncertain,yes,1646100233.979,1646100293.841
kid,man,no,positive,Липецкая область,positive,uncertain,yes,1646100284.656,1646100372.844
young,man,no,positive,Новоуральск ,negative,uncertain,yes,1646100286.297,1646100359.934
kid,woman,yes,negative,Ставрополь,positive,uncertain,uncertain,1646100345.811,1646100392.539
kid,man,no,negative,Омск,negative,uncertain,uncertain,1646100348.485,1646100369.278
young,woman,yes,negative,Екатеринбург,negative,negative,no,1646100385.219,1646100535.561
young,man,uncertain,negative,Кавказ,positive,negative,uncertain,1646100397.014,1646100474.62
kid,man,no,positive,Нытва,positive,negative,no,1646100419.241,1646100495.987
young,woman,uncertain,negative,Татарстан ,positive,uncertain,uncertain,1646100448.538,1646100495.709
kid,man,uncertain,negative,Ижевск ,positive,uncertain,uncertain,1646100499.295,1646100553.844
kid,woman,uncertain,negative,Поселок Чаадаевка,positive,uncertain,no,1646100516.783,1646100606.584
kid,woman,yes,negative,чажемто,negative,uncertain,uncertain,1646100531.13,1646100598.758
kid,woman,yes,negative,омск,negative,negative,no,1646100558.739,1646100604.073
young,man,uncertain,negative,Казань,negative,uncertain,uncertain,1646100565.856,1646100698.884
young,man,yes,negative,Челябинск ,negative,uncertain,yes,1646100590.452,1646100631.9
young,woman,uncertain,negative,Москва,negative,uncertain,uncertain,1646100710.587,1646100755.013
young,man,yes,positive,Москва,positive,uncertain,yes,1646100711.823,1646100776.028
young,woman,yes,positive,Вологда,negative,uncertain,no,1646100724.171,1646100830.679
young,woman,uncertain,positive,Нижнекамск,positive,uncertain,yes,1646100726.444,1646100780.524
kid,man,yes,negative,Кировская область ,negative,uncertain,uncertain,1646100754.098,1646100828.815
young,man,uncertain,positive,Жизнь,negative,uncertain,uncertain,1646100829.441,1646100888.42
kid,man,uncertain,negative,Тюмень ,positive,negative,uncertain,1646100839.421,1646100890.308
kid,man,uncertain,negative,Ростов на Дону ,negative,uncertain,uncertain,1646100851.055,1646100897.777
young,man,no,negative,Москва,positive,positive,yes,1646100887.296,1646100923.515
young,man,yes,positive,Ярославль,positive,negative,yes,1646100890.437,1646100934.68
kid,man,yes,positive,Приморский край,negative,negative,yes,1646100929.057,1646101021.234
kid,man,yes,negative,Иркутск ,positive,uncertain,uncertain,1646100934.553,1646100988.637
young,man,no,positive,Москва,negative,uncertain,yes,1646100977.271,1646101024.23
young,man,uncertain,negative,Москва,positive,uncertain,uncertain,1646101015.675,1646101049.793
kid,woman,uncertain,negative,Ижевск ,negative,negative,uncertain,1646101062.799,1646101103.121
young,man,uncertain,positive,Москва ,positive,uncertain,uncertain,1646101075.977,1646101147.995
kid,man,no,positive,Усть-Илимск,positive,positive,yes,1646101108.421,1646101189.991
kid,man,no,negative,Глазов,negative,negative,no,1646101114.876,1646101152.152
young,man,no,positive,Нижний Новгород,negative,negative,no,1646101166.251,1646101213.51
young,man,yes,positive,Москвв,positive,positive,yes,1646101200.305,1646101233.093
young,woman,no,positive,Смоленск,positive,uncertain,uncertain,1646101238.881,1646101291.986
young,man,yes,negative,Нижнекамск,negative,negative,no,1646101272.897,1646101426.258
young,man,no,negative,Барнаул ,negative,uncertain,no,1646101415.696,1646101475.3
young,man,yes,negative,Саратов,negative,negative,no,1646101415.828,1646101462.227
young,man,yes,positive,Екатеринбург,positive,uncertain,no,1646101459.816,1646101546.592
young,man,yes,negative,Удмуртская Республика,negative,uncertain,no,1646101467.124,1646101533.209
young,woman,uncertain,negative,Тыва,negative,uncertain,uncertain,1646101471.333,1646101524.977
young,woman,yes,negative,НИжний Новгород,negative,negative,no,1646101487.261,1646101541.524
adult,woman,no,positive,Сарбала ,positive,negative,uncertain,1646101509.574,1646101534.776
young,woman,no,positive,Москва,positive,uncertain,yes,1646101524.896,1646101570.56
young,man,uncertain,negative,Брянск,negative,uncertain,uncertain,1646101530.204,1646101596.654
young,man,yes,positive,Москва,positive,uncertain,yes,1646101551.525,1646101605.386
kid,man,yes,positive,Москва,positive,negative,uncertain,1646101560.829,1646101593.589
young,man,uncertain,positive,Абакан,positive,uncertain,yes,1646101700.609,1646101766.097
kid,man,uncertain,negative,Ишим ,negative,uncertain,uncertain,1646101731.702,1646101763.002
adult,woman,yes,negative,ош,negative,negative,yes,1646101739.497,1646101793.852
kid,man,yes,positive,Томская область,positive,uncertain,no,1646101840.492,1646101921.467
kid,woman,no,positive,Москва,negative,uncertain,yes,1646101898.432,1646101973.165
young,woman,no,positive,Оренбург,positive,uncertain,yes,1646101903.207,1646101949.895
young,man,uncertain,positive,Краснодарский край,negative,uncertain,yes,1646101918.438,1646101993.075
